Starting job 1 at Mo 10. Feb 00:03:44 CET 2025
Configuration: dataset=all_domains_all_samples prompt=markdown_fact_first_few_shot_structured train=markdown_fact_first_few_shot_structured ++train.training_args.per_device_train_batch_size=8 ++train.training_args.gradient_accumulation_steps=2
[2025-02-10 00:04:10,235][root][INFO] - Global seed set to 314
[2025-02-10 00:04:10,237][root][WARNING] - Quantisation will be done on loaded model, THIS IS A QLORA FINE-TUNING RUN
[2025-02-10 00:04:10,237][root][WARNING] - Following flags are set for the run : 
 Use Quantisation before fine-tuning : True 
 Perform Validation on epoch end : False
[2025-02-10 00:04:10,237][root][INFO] - Running Fine-tuning on the all_domains_all_samples dataset
[2025-02-10 00:04:10,237][root][INFO] - Current training config is : 
 Prompt type : few_shot 
 Response type : fact_first 
 Explanation type : structured 
 Response Format : markdown 
[2025-02-10 00:04:10,237][root][INFO] - Loading dataset from /home/fr/fr_fr/fr_rf1031/bar-llama/dataset/seed_dataset/distilled_dataset.json
[2025-02-10 00:04:10,274][root][INFO] - Dataset loaded successfully, indexing questions...
[2025-02-10 00:04:10,765][root][INFO] - Indexing complete, sampling of questions set to True
[2025-02-10 00:04:10,766][root][INFO] - Questions selected, dataset contains 1512 questions with 216.0 questions per domain
[2025-02-10 00:04:10,798][root][INFO] - Prompt Handler initialized with configuration: {'prompt_type': 'few_shot', 'example_path': '${hydra:runtime.cwd}/prompt/examples/structured_example.json', 'explanation_type': 'structured', 'response_type': 'fact_first', 'response_format': 'markdown', 'store_prompt': True, 'system_prompt': '${hydra:runtime.cwd}/prompt/system_prompt/system_${train.prompt.response_format}_${train.prompt.response_type}_${train.prompt.explanation_type}.txt', 'include_system_prompt': True}
[2025-02-10 00:04:12,077][root][INFO] - Tokenizer meta-llama/Llama-2-7b-hf loaded successfully
[2025-02-10 00:04:41,956][root][INFO] - Quantised model meta-llama/Llama-2-7b-hf loaded successfully
[2025-02-10 00:05:15,818][root][INFO] - Model prepared for kbit training
[2025-02-10 00:05:15,818][root][INFO] - Lora config loaded, following are the details : 
 LoraConfig(peft_type=<PeftType.LORA: 'LORA'>, auto_mapping=None, base_model_name_or_path=None, revision=None, task_type='CAUSAL_LM', inference_mode=False, r=64, target_modules={'q_proj', 'gate_proj', 'k_proj', 'o_proj', 'up_proj', 'down_proj', 'v_proj'}, lora_alpha=32, lora_dropout=0.05, fan_in_fan_out=False, bias='none', use_rslora=False, modules_to_save=None, init_lora_weights=True, layers_to_transform=None, layers_pattern=None, rank_pattern={}, alpha_pattern={}, megatron_config=None, megatron_core='megatron.core', loftq_config={}, use_dora=False, layer_replication=None, runtime_config=LoraRuntimeConfig(ephemeral_gpu_offload=False))
[2025-02-10 00:05:17,518][root][INFO] - Lora adapter added to model
[2025-02-10 00:05:18,939][accelerate.utils.other][WARNING] - Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
[2025-02-11 07:15:19,523][root][ERROR] - |Q. 83||D: Property| Failed to extract Rule_application: 
[2025-02-11 07:15:19,523][root][ERROR] - |Q. 89||D: Property| Failed to extract Legal_concept: 
[2025-02-11 07:15:19,523][root][ERROR] - |Q. 89||D: Property| Failed to extract Fact_analysis: 
[2025-02-11 07:15:19,523][root][ERROR] - |Q. 89||D: Property| Failed to extract Rule_application: 
[2025-02-11 07:15:19,523][root][ERROR] - |Q. 100||D: Property| Failed to extract Legal_concept: 
[2025-02-11 07:15:19,524][root][ERROR] - |Q. 100||D: Property| Failed to extract Fact_analysis: 
[2025-02-11 07:15:19,524][root][ERROR] - |Q. 100||D: Property| Failed to extract Rule_application: 
[2025-02-11 07:15:19,524][root][ERROR] - |Q. 100||D: Property| Failed to extract Legal_conclusion: 
[2025-02-11 07:15:19,524][root][ERROR] - |Q. 15||D: Criminal_law| Failed to extract chosen option: 
[2025-02-11 07:15:19,526][root][INFO] - Saving parsed outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 07:15:19,532][root][INFO] - Dumped the response to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 07:15:19,532][root][INFO] - Saved parsed outputs
[2025-02-11 07:15:19,532][root][INFO] - Saving parsing metadata to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/parsing_metadata/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 07:15:19,534][root][INFO] - Dumped the stats to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/parsing_metadata/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 07:15:19,534][root][INFO] - Saved parsing metadata
[2025-02-11 07:15:19,535][root][INFO] - Metrics will be saved to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 07:15:19,571][root][INFO] - Metrics calculated, saving backup to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_1.json
[2025-02-11 07:15:19,573][root][INFO] - Dumped the metrics to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_06/markdown_fact_first_few_shot_structured/test_set_1.json
Metrics successfully appended to master CSV.
[2025-02-11 07:15:19,599][root][INFO] - Evaluation completed for markdown_fact_first_few_shot_structured, on test_set_1
[2025-02-11 07:15:19,599][root][INFO] - Summary of metrics : {'label_accuracy': 0.3333333333333333, 'misclassification_rate': 0.6666666666666667, 'combined_accuracy': 0.26262626262626265, 'malformed_label': 3, 'malformed_domain': 38, 'total_predictions': 99, 'correct_predictions': 33, 'correct_label_and_domain': 26, 'Constitutional_Law_accuracy': 0.14285714285714285, 'Contracts_accuracy': 0.2857142857142857, 'Criminal_Law_accuracy': 0.46153846153846156, 'Evidence_accuracy': 0.26666666666666666, 'Real_Property_accuracy': 0.14285714285714285, 'Torts_accuracy': 0.38461538461538464, 'Civil_Procedure_accuracy': 0.1875, 'Constitutional_Law_confidence': 0.1414141414141414, 'Contracts_confidence': 0.13131313131313133, 'Criminal_Law_confidence': 0.1717171717171717, 'Evidence_confidence': 0.0707070707070707, 'Real_Property_confidence': 0.04040404040404041, 'Torts_confidence': 0.13131313131313133, 'Civil_Procedure_confidence': 0.08080808080808081, 'correct_domain_wrong_label': 35, 'correct_label_wrong_domain': 7, 'both_wrong': 31}
Running evaluation with config: seeds=seed_206 dataset=all_domains_all_samples generation=greedy evaluation_dataset=test_set_2 eval=markdown_fact_first_few_shot_structured ++eval.quantisation_status=full_model ++eval.training_status=trained
[2025-02-11 07:15:26,101][root][INFO] - Setting global seed to 206
[2025-02-11 07:15:26,107][root][INFO] - Running evaluation of the trained model on the test_set_2
[2025-02-11 07:15:26,107][root][INFO] - Current evaluation config is : 
 Prompt type : few_shot 
 Response type : fact_first 
 Explanation type : structured 
 Response Format : markdown 
[2025-02-11 07:15:26,109][root][INFO] - Loading dataset from /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/dataset/test_sets/bar_set_2.json
[2025-02-11 07:15:26,132][root][INFO] - Dataset loaded successfully, indexing questions...
[2025-02-11 07:15:26,133][root][INFO] - Indexing complete, sampling of questions set to False
[2025-02-11 07:15:26,133][root][INFO] - Questions selected, dataset contains 100 questions with 14.285714285714286 questions per domain
[2025-02-11 07:15:26,311][root][INFO] - Loading model : meta-llama/Llama-2-7b-hf
[2025-02-11 07:15:26,547][root][INFO] - Full model selected, loading model
[2025-02-11 07:15:37,093][root][INFO] - Tokenizer special tokens: {'bos_token': '<s>', 'eos_token': '</s>', 'unk_token': '<unk>', 'pad_token': '[PAD]'} have been added
[2025-02-11 07:16:34,192][root][INFO] - Fine-tuned model selected, loading adapter
[2025-02-11 07:16:34,192][root][WARNING] - Inference will be done using model.generate instead of hf pipeline since peft model is not compatible with it
Evaluation failed with config: seeds=seed_206 dataset=all_domains_all_samples generation=greedy evaluation_dataset=test_set_2 eval=markdown_fact_first_few_shot_structured ++eval.quantisation_status=full_model ++eval.training_status=trained
Running evaluation with config: seeds=seed_206 dataset=all_domains_all_samples generation=greedy evaluation_dataset=test_set_2 eval=markdown_fact_first_few_shot_structured ++eval.quantisation_status=full_model ++eval.training_status=untrained
[2025-02-11 07:16:40,442][root][INFO] - Setting global seed to 206
[2025-02-11 07:16:40,448][root][INFO] - Running evaluation of the untrained model on the test_set_2
[2025-02-11 07:16:40,448][root][INFO] - Current evaluation config is : 
 Prompt type : few_shot 
 Response type : fact_first 
 Explanation type : structured 
 Response Format : markdown 
[2025-02-11 07:16:40,450][root][INFO] - Loading dataset from /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/dataset/test_sets/bar_set_2.json
[2025-02-11 07:16:40,451][root][INFO] - Dataset loaded successfully, indexing questions...
[2025-02-11 07:16:40,453][root][INFO] - Indexing complete, sampling of questions set to False
[2025-02-11 07:16:40,453][root][INFO] - Questions selected, dataset contains 100 questions with 14.285714285714286 questions per domain
[2025-02-11 07:16:40,586][root][INFO] - Loading model : meta-llama/Llama-2-7b-hf
[2025-02-11 07:16:40,836][root][INFO] - Full model selected, loading model
[2025-02-11 07:16:51,428][root][INFO] - Baseline model selected, no adapter needed
[2025-02-11 07:16:51,428][root][WARNING] - Inference will be done using hf pipeline since model.generate consistently generates gibberish
[2025-02-11 07:16:57,657][root][INFO] - Prompt Handler initialized with configuration: {'prompt_type': 'few_shot', 'example_path': '${hydra:runtime.cwd}/prompt/examples/structured_example.json', 'explanation_type': 'structured', 'response_type': 'fact_first', 'response_format': 'markdown', 'store_prompt': False, 'include_system_prompt': True, 'system_prompt': '${hydra:runtime.cwd}/prompt/system_prompt/system_${eval.prompt.response_format}_${eval.prompt.response_type}_${eval.prompt.explanation_type}.txt'}
[2025-02-11 07:16:57,659][root][INFO] - Raw output for this run will be saved to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/greedy/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 07:16:57,659][root][INFO] - Starting inference
[2025-02-11 07:16:57,835][root][INFO] - Processing question number 0
[2025-02-11 07:16:57,838][root][INFO] - Domain : Constitutional_law, Question : 1
[2025-02-11 07:17:29,386][root][INFO] - Domain : Constitutional_law, Question : 6
[2025-02-11 07:18:01,076][root][INFO] - Domain : Constitutional_law, Question : 13
[2025-02-11 07:18:32,906][root][INFO] - Domain : Constitutional_law, Question : 20
[2025-02-11 07:19:04,251][root][INFO] - Domain : Constitutional_law, Question : 27
[2025-02-11 07:19:34,994][root][INFO] - Domain : Constitutional_law, Question : 35
[2025-02-11 07:20:05,145][root][INFO] - Domain : Constitutional_law, Question : 41
[2025-02-11 07:20:35,850][root][INFO] - Domain : Constitutional_law, Question : 49
[2025-02-11 07:21:06,812][root][INFO] - Domain : Constitutional_law, Question : 56
[2025-02-11 07:21:37,090][root][INFO] - Domain : Constitutional_law, Question : 62
[2025-02-11 07:22:07,957][root][INFO] - Processing question number 10
[2025-02-11 07:22:07,960][root][INFO] - Domain : Constitutional_law, Question : 70
[2025-02-11 07:22:38,706][root][INFO] - Domain : Constitutional_law, Question : 78
[2025-02-11 07:23:09,659][root][INFO] - Domain : Constitutional_law, Question : 86
[2025-02-11 07:23:40,470][root][INFO] - Domain : Constitutional_law, Question : 99
[2025-02-11 07:24:10,762][root][INFO] - Domain : Criminal_law, Question : 2
[2025-02-11 07:24:42,022][root][INFO] - Domain : Criminal_law, Question : 8
[2025-02-11 07:25:12,876][root][INFO] - Domain : Criminal_law, Question : 15
[2025-02-11 07:25:43,671][root][INFO] - Domain : Criminal_law, Question : 21
[2025-02-11 07:26:14,296][root][INFO] - Domain : Criminal_law, Question : 29
[2025-02-11 07:26:45,523][root][INFO] - Domain : Criminal_law, Question : 37
[2025-02-11 07:27:16,841][root][INFO] - Processing question number 20
[2025-02-11 07:27:16,845][root][INFO] - Domain : Criminal_law, Question : 44
[2025-02-11 07:27:46,954][root][INFO] - Domain : Criminal_law, Question : 55
[2025-02-11 07:28:17,921][root][INFO] - Domain : Criminal_law, Question : 64
[2025-02-11 07:28:48,406][root][INFO] - Domain : Criminal_law, Question : 71
[2025-02-11 07:29:19,103][root][INFO] - Domain : Criminal_law, Question : 76
[2025-02-11 07:29:49,864][root][INFO] - Domain : Criminal_law, Question : 83
[2025-02-11 07:30:21,122][root][INFO] - Domain : Criminal_law, Question : 89
[2025-02-11 07:30:51,860][root][INFO] - Domain : Criminal_law, Question : 96
[2025-02-11 07:31:22,757][root][INFO] - Domain : Contracts, Question : 3
[2025-02-11 07:31:53,493][root][INFO] - Domain : Contracts, Question : 7
[2025-02-11 07:32:24,835][root][INFO] - Processing question number 30
[2025-02-11 07:32:24,838][root][INFO] - Domain : Contracts, Question : 14
[2025-02-11 07:32:55,624][root][INFO] - Domain : Contracts, Question : 24
[2025-02-11 07:33:26,262][root][INFO] - Domain : Contracts, Question : 28
[2025-02-11 07:33:56,802][root][INFO] - Domain : Contracts, Question : 34
[2025-02-11 07:34:28,114][root][INFO] - Domain : Contracts, Question : 42
[2025-02-11 07:34:58,824][root][INFO] - Domain : Contracts, Question : 48
[2025-02-11 07:35:29,607][root][INFO] - Domain : Contracts, Question : 58
[2025-02-11 07:36:00,343][root][INFO] - Domain : Contracts, Question : 65
[2025-02-11 07:36:31,752][root][INFO] - Domain : Contracts, Question : 72
[2025-02-11 07:37:02,652][root][INFO] - Domain : Contracts, Question : 77
[2025-02-11 07:37:33,578][root][INFO] - Processing question number 40
[2025-02-11 07:37:33,581][root][INFO] - Domain : Contracts, Question : 84
[2025-02-11 07:38:04,478][root][INFO] - Domain : Contracts, Question : 87
[2025-02-11 07:38:35,187][root][INFO] - Domain : Contracts, Question : 97
[2025-02-11 07:39:06,411][root][INFO] - Domain : Evidence, Question : 4
[2025-02-11 07:39:36,469][root][INFO] - Domain : Evidence, Question : 10
[2025-02-11 07:40:07,893][root][INFO] - Domain : Evidence, Question : 16
[2025-02-11 07:40:38,770][root][INFO] - Domain : Evidence, Question : 23
[2025-02-11 07:41:09,497][root][INFO] - Domain : Evidence, Question : 31
[2025-02-11 07:41:40,390][root][INFO] - Domain : Evidence, Question : 38
[2025-02-11 07:42:11,182][root][INFO] - Domain : Evidence, Question : 43
[2025-02-11 07:42:42,368][root][INFO] - Processing question number 50
[2025-02-11 07:42:42,372][root][INFO] - Domain : Evidence, Question : 50
[2025-02-11 07:43:13,785][root][INFO] - Domain : Evidence, Question : 51
[2025-02-11 07:43:44,102][root][INFO] - Domain : Evidence, Question : 60
[2025-02-11 07:44:15,518][root][INFO] - Domain : Evidence, Question : 73
[2025-02-11 07:44:46,524][root][INFO] - Domain : Evidence, Question : 80
[2025-02-11 07:45:16,898][root][INFO] - Domain : Evidence, Question : 85
[2025-02-11 07:45:47,563][root][INFO] - Domain : Evidence, Question : 90
[2025-02-11 07:46:19,119][root][INFO] - Domain : Evidence, Question : 98
[2025-02-11 07:46:50,428][root][INFO] - Domain : Civil_procedure, Question : 5
[2025-02-11 07:47:21,743][root][INFO] - Domain : Civil_procedure, Question : 12
[2025-02-11 07:47:52,872][root][INFO] - Processing question number 60
[2025-02-11 07:47:52,877][root][INFO] - Domain : Civil_procedure, Question : 19
[2025-02-11 07:48:23,718][root][INFO] - Domain : Civil_procedure, Question : 26
[2025-02-11 07:48:54,616][root][INFO] - Domain : Civil_procedure, Question : 33
[2025-02-11 07:49:26,241][root][INFO] - Domain : Civil_procedure, Question : 40
[2025-02-11 07:49:57,420][root][INFO] - Domain : Civil_procedure, Question : 47
[2025-02-11 07:50:28,428][root][INFO] - Domain : Civil_procedure, Question : 54
[2025-02-11 07:50:58,949][root][INFO] - Domain : Civil_procedure, Question : 61
[2025-02-11 07:51:29,296][root][INFO] - Domain : Civil_procedure, Question : 68
[2025-02-11 07:51:59,530][root][INFO] - Domain : Civil_procedure, Question : 75
[2025-02-11 07:52:30,029][root][INFO] - Domain : Civil_procedure, Question : 82
[2025-02-11 07:53:00,465][root][INFO] - Processing question number 70
[2025-02-11 07:53:00,470][root][INFO] - Domain : Civil_procedure, Question : 93
[2025-02-11 07:53:31,568][root][INFO] - Domain : Property, Question : 9
[2025-02-11 07:54:02,487][root][INFO] - Domain : Property, Question : 17
[2025-02-11 07:54:33,675][root][INFO] - Domain : Property, Question : 25
[2025-02-11 07:55:05,310][root][INFO] - Domain : Property, Question : 30
[2025-02-11 07:55:35,729][root][INFO] - Domain : Property, Question : 36
[2025-02-11 07:56:06,870][root][INFO] - Domain : Property, Question : 46
[2025-02-11 07:56:38,982][root][INFO] - Domain : Property, Question : 53
[2025-02-11 07:57:10,136][root][INFO] - Domain : Property, Question : 59
[2025-02-11 07:57:40,215][root][INFO] - Domain : Property, Question : 66
[2025-02-11 07:58:10,703][root][INFO] - Processing question number 80
[2025-02-11 07:58:10,709][root][INFO] - Domain : Property, Question : 69
[2025-02-11 07:58:42,126][root][INFO] - Domain : Property, Question : 81
[2025-02-11 07:59:13,587][root][INFO] - Domain : Property, Question : 88
[2025-02-11 07:59:44,967][root][INFO] - Domain : Property, Question : 91
[2025-02-11 08:00:16,099][root][INFO] - Domain : Property, Question : 94
[2025-02-11 08:00:48,148][root][INFO] - Domain : Property, Question : 100
[2025-02-11 08:01:18,841][root][INFO] - Domain : Torts, Question : 11
[2025-02-11 08:01:50,103][root][INFO] - Domain : Torts, Question : 18
[2025-02-11 08:02:21,875][root][INFO] - Domain : Torts, Question : 22
[2025-02-11 08:02:52,800][root][INFO] - Domain : Torts, Question : 32
[2025-02-11 08:03:23,740][root][INFO] - Processing question number 90
[2025-02-11 08:03:23,745][root][INFO] - Domain : Torts, Question : 39
[2025-02-11 08:03:54,689][root][INFO] - Domain : Torts, Question : 45
[2025-02-11 08:04:26,014][root][INFO] - Domain : Torts, Question : 52
[2025-02-11 08:04:57,169][root][INFO] - Domain : Torts, Question : 57
[2025-02-11 08:05:28,044][root][INFO] - Domain : Torts, Question : 63
[2025-02-11 08:05:59,601][root][INFO] - Domain : Torts, Question : 67
[2025-02-11 08:06:31,028][root][INFO] - Domain : Torts, Question : 74
[2025-02-11 08:07:02,194][root][INFO] - Domain : Torts, Question : 79
[2025-02-11 08:07:32,902][root][INFO] - Domain : Torts, Question : 92
[2025-02-11 08:08:03,159][root][INFO] - Domain : Torts, Question : 95
[2025-02-11 08:08:34,603][root][INFO] - Inference complete
[2025-02-11 08:08:34,603][root][INFO] - Saving raw outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/greedy/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 08:08:34,611][root][INFO] - Starting parsing of raw outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/greedy/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 08:08:34,613][root][ERROR] - |Q. 15||D: Criminal_law| Failed to extract Legal_conclusion: 
[2025-02-11 08:08:34,619][root][ERROR] - |Q. 61||D: Civil_procedure| Failed to extract Fact_analysis: 
[2025-02-11 08:08:34,619][root][ERROR] - |Q. 61||D: Civil_procedure| Failed to extract Rule_application: 
[2025-02-11 08:08:34,619][root][ERROR] - |Q. 61||D: Civil_procedure| Failed to extract Legal_conclusion: 
[2025-02-11 08:08:34,619][root][ERROR] - |Q. 61||D: Civil_procedure| Failed to extract chosen option: 
[2025-02-11 08:08:34,619][root][ERROR] - |Q. 93||D: Civil_procedure| Failed to extract Legal_conclusion: 
[2025-02-11 08:08:34,619][root][ERROR] - |Q. 93||D: Civil_procedure| Failed to extract chosen option: 
[2025-02-11 08:08:34,624][root][INFO] - Saving parsed outputs to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/greedy/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 08:08:34,630][root][INFO] - Dumped the response to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/parsed_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/greedy/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 08:08:34,630][root][INFO] - Saved parsed outputs
[2025-02-11 08:08:34,630][root][INFO] - Saving parsing metadata to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/parsing_metadata/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/greedy/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 08:08:34,631][root][INFO] - Dumped the stats to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/parsing_metadata/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/greedy/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 08:08:34,631][root][INFO] - Saved parsing metadata
[2025-02-11 08:08:34,632][root][INFO] - Metrics will be saved to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/greedy/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 08:08:34,661][root][INFO] - Metrics calculated, saving backup to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/greedy/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 08:08:34,663][root][INFO] - Dumped the metrics to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/metrics/llama2/seed_206/all_domains_all_samples/untrained_full_model/greedy/markdown_fact_first_few_shot_structured/test_set_2.json
Metrics successfully appended to master CSV.
[2025-02-11 08:08:36,075][root][INFO] - Evaluation completed for markdown_fact_first_few_shot_structured, on test_set_2
[2025-02-11 08:08:36,075][root][INFO] - Summary of metrics : {'label_accuracy': 0.36, 'misclassification_rate': 0.64, 'combined_accuracy': 0.25, 'malformed_label': 2, 'malformed_domain': 33, 'total_predictions': 100, 'correct_predictions': 36, 'correct_label_and_domain': 25, 'Constitutional_Law_accuracy': 0.5, 'Contracts_accuracy': 0.4666666666666667, 'Criminal_Law_accuracy': 0.35714285714285715, 'Evidence_accuracy': 0.06666666666666667, 'Real_Property_accuracy': 0.06666666666666667, 'Torts_accuracy': 0.21428571428571427, 'Civil_Procedure_accuracy': 0.07692307692307693, 'Constitutional_Law_confidence': 0.12, 'Contracts_confidence': 0.22, 'Criminal_Law_confidence': 0.22, 'Evidence_confidence': 0.05, 'Real_Property_confidence': 0.03, 'Torts_confidence': 0.13, 'Civil_Procedure_confidence': 0.07, 'correct_domain_wrong_label': 42, 'correct_label_wrong_domain': 11, 'both_wrong': 22}
Running evaluation with config: seeds=seed_206 dataset=all_domains_all_samples generation=temp_025 evaluation_dataset=test_set_2 eval=markdown_fact_first_few_shot_structured ++eval.quantisation_status=full_model ++eval.training_status=trained
[2025-02-11 08:09:05,893][root][INFO] - Setting global seed to 206
[2025-02-11 08:09:05,971][root][INFO] - Running evaluation of the trained model on the test_set_2
[2025-02-11 08:09:05,971][root][INFO] - Current evaluation config is : 
 Prompt type : few_shot 
 Response type : fact_first 
 Explanation type : structured 
 Response Format : markdown 
[2025-02-11 08:09:05,972][root][INFO] - Loading dataset from /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/dataset/test_sets/bar_set_2.json
[2025-02-11 08:09:05,975][root][INFO] - Dataset loaded successfully, indexing questions...
[2025-02-11 08:09:06,014][root][INFO] - Indexing complete, sampling of questions set to False
[2025-02-11 08:09:06,014][root][INFO] - Questions selected, dataset contains 100 questions with 14.285714285714286 questions per domain
[2025-02-11 08:09:06,200][root][INFO] - Loading model : meta-llama/Llama-2-7b-hf
[2025-02-11 08:09:06,526][root][INFO] - Full model selected, loading model
[2025-02-11 08:09:42,379][root][INFO] - Tokenizer special tokens: {'bos_token': '<s>', 'eos_token': '</s>', 'unk_token': '<unk>', 'pad_token': '[PAD]'} have been added
[2025-02-11 08:10:40,103][root][INFO] - Fine-tuned model selected, loading adapter
[2025-02-11 08:10:40,103][root][WARNING] - Inference will be done using model.generate instead of hf pipeline since peft model is not compatible with it
Evaluation failed with config: seeds=seed_206 dataset=all_domains_all_samples generation=temp_025 evaluation_dataset=test_set_2 eval=markdown_fact_first_few_shot_structured ++eval.quantisation_status=full_model ++eval.training_status=trained
Running evaluation with config: seeds=seed_206 dataset=all_domains_all_samples generation=temp_025 evaluation_dataset=test_set_2 eval=markdown_fact_first_few_shot_structured ++eval.quantisation_status=full_model ++eval.training_status=untrained
[2025-02-11 08:10:46,292][root][INFO] - Setting global seed to 206
[2025-02-11 08:10:46,297][root][INFO] - Running evaluation of the untrained model on the test_set_2
[2025-02-11 08:10:46,297][root][INFO] - Current evaluation config is : 
 Prompt type : few_shot 
 Response type : fact_first 
 Explanation type : structured 
 Response Format : markdown 
[2025-02-11 08:10:46,299][root][INFO] - Loading dataset from /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/dataset/test_sets/bar_set_2.json
[2025-02-11 08:10:46,300][root][INFO] - Dataset loaded successfully, indexing questions...
[2025-02-11 08:10:46,302][root][INFO] - Indexing complete, sampling of questions set to False
[2025-02-11 08:10:46,302][root][INFO] - Questions selected, dataset contains 100 questions with 14.285714285714286 questions per domain
[2025-02-11 08:10:46,471][root][INFO] - Loading model : meta-llama/Llama-2-7b-hf
[2025-02-11 08:10:46,719][root][INFO] - Full model selected, loading model
[2025-02-11 08:11:00,375][root][INFO] - Baseline model selected, no adapter needed
[2025-02-11 08:11:00,375][root][WARNING] - Inference will be done using hf pipeline since model.generate consistently generates gibberish
[2025-02-11 08:11:06,810][root][INFO] - Prompt Handler initialized with configuration: {'prompt_type': 'few_shot', 'example_path': '${hydra:runtime.cwd}/prompt/examples/structured_example.json', 'explanation_type': 'structured', 'response_type': 'fact_first', 'response_format': 'markdown', 'store_prompt': False, 'include_system_prompt': True, 'system_prompt': '${hydra:runtime.cwd}/prompt/system_prompt/system_${eval.prompt.response_format}_${eval.prompt.response_type}_${eval.prompt.explanation_type}.txt'}
[2025-02-11 08:11:06,812][root][INFO] - Raw output for this run will be saved to /pfs/data5/home/fr/fr_fr/fr_rf1031/bar-llama/model_outputs/raw_responses/llama2/seed_206/all_domains_all_samples/untrained_full_model/temp_025/markdown_fact_first_few_shot_structured/test_set_2.json
[2025-02-11 08:11:06,812][root][INFO] - Starting inference
[2025-02-11 08:11:07,217][root][INFO] - Processing question number 0
[2025-02-11 08:11:07,220][root][INFO] - Domain : Constitutional_law, Question : 1
[2025-02-11 08:11:39,612][root][INFO] - Domain : Constitutional_law, Question : 6
[2025-02-11 08:12:11,440][root][INFO] - Domain : Constitutional_law, Question : 13
[2025-02-11 08:12:43,411][root][INFO] - Domain : Constitutional_law, Question : 20
[2025-02-11 08:13:14,906][root][INFO] - Domain : Constitutional_law, Question : 27
[2025-02-11 08:13:45,802][root][INFO] - Domain : Constitutional_law, Question : 35
[2025-02-11 08:14:16,112][root][INFO] - Domain : Constitutional_law, Question : 41
